epoch,avg_loss
1,0.6044472629825274
2,0.13533330708742142
3,0.11340050150950749
4,0.10163093854983647
5,0.0753213291366895
6,0.0777396634221077
7,0.08648408328493436
8,0.07125415342549483
9,0.0668401134510835
10,0.06298994955917199
11,0.07091859603921573
12,0.06930660332242648
13,0.05606280515591303
14,0.05887332124014696
15,0.06227279330293337
16,0.07504379749298096
17,0.09223293264706929
18,0.06884853045145671
19,0.05081189113358656
20,0.04227586338917414
21,0.04409659095108509
22,0.06856183676669995
23,0.057729859525958695
24,0.05196598979334036
25,0.045349207085867725
26,0.05666618359585603
27,0.04647186119109392
28,0.057254089352985225
29,0.05385255472113689
30,0.06537636990348498
31,0.051986336087187134
32,0.04307813507815202
33,0.03754130316277345
34,0.039442435993502535
35,0.05144634284079075
36,0.0564136728644371
37,0.04721023111293713
38,0.052936338198681675
39,0.06908954493701458
40,0.029971903500457604
41,0.03649678872898221
42,0.03274719386051098
43,0.056692981316397585
44,0.030657747605194647
45,0.03319205529987812
46,0.042669530337055527
47,0.03645722552513083
48,0.027895533479750156
49,0.04264363429198662
50,0.040459943702444434
51,0.03393460686008135
52,0.038708277978003025
53,0.05269104397545258
54,0.04128325389077266
55,0.049620832627018295
56,0.030143123275289934
57,0.04108769819140434
58,0.03941739723086357
59,0.04560444147015611
60,0.03143457742407918
61,0.03550043702125549
62,0.03442890445391337
63,0.05141768790781498
64,0.056246315129101276
65,0.030815955251455307
66,0.05042134132236242
67,0.058295016487439476
68,0.038187788178523384
69,0.026181360706686974
70,0.06983041080335776
71,0.04139805041874448
72,0.04330692533403635
73,0.06600465749700864
74,0.03532161625723044
75,0.03669315172980229
76,0.03441778399671117
77,0.03858203844477733
78,0.03683365462347865
79,0.029641952986518543
80,0.03609050538701316
81,0.03787489297489325
82,0.04753644081453482
83,0.037950857232014336
84,0.05333253865440687
85,0.0402285799694558
86,0.03215869547178348
87,0.05991782837857803
88,0.0555115124831597
89,0.030657226219773293
90,0.053919654339551926
91,0.04168225219473243
92,0.04740477353334427
93,0.0428315040965875
94,0.0646302942186594
95,0.04837108155091604
96,0.03590856151034435
97,0.031937848310917616
98,0.02572771185077727
99,0.04412451293319464
100,0.05344704880068699
101,0.032512270069370665
102,0.027073560127367575
103,0.04442561914523443
104,0.051926375521967806
105,0.026169719096894067
106,0.07027725037187338
107,0.028437784872949123
108,0.024606879334896803
109,0.0444727020803839
110,0.027089248644188046
111,0.02637250100572904
112,0.038027213886380196
113,0.019333579887946446
114,0.056034933775663376
115,0.027671145197624963
116,0.05085377333064874
117,0.02991368668153882
118,0.037465115543454885
119,0.021379272531097133
120,0.0370634482242167
121,0.036162586184218526
122,0.04582615103572607
123,0.04451017392178377
124,0.04153517664720615
125,0.04214080780123671
126,0.02983552551207443
127,0.04229269859691461
128,0.04265742205704252
129,0.05052387900650501
130,0.039379000353316464
131,0.0651194266974926
132,0.036601873890807234
133,0.06395819534858067
134,0.05224716756492853
135,0.02097217117746671
136,0.0275468238008519
137,0.034331120240191616
138,0.03695632889866829
139,0.016554273820171755
140,0.06397928188865383
141,0.033095399383455515
142,0.048935673820475735
143,0.03151067338573436
144,0.04381732766826948
145,0.043859329307451844
146,0.02975521267702182
147,0.02470809097091357
148,0.03863094157228867
149,0.025723769795149565
150,0.02425305211606125
151,0.028209293105949957
152,0.027559854129018884
153,0.032786622643470764
154,0.03024491434916854
155,0.019854084122925997
156,0.04254878483091792
157,0.03759838500991464
158,0.040440064234038196
159,0.04560487437993288
160,0.04068321276766559
161,0.05335421518733104
162,0.039059645224673055
163,0.031133121888463695
164,0.034698204758266606
165,0.03934963761518399
166,0.05140336975455284
167,0.040412426770975195
168,0.05444436054676771
169,0.024369733563313883
170,0.036698452817897
171,0.054190595323840775
172,0.02318596374243498
173,0.07580613647587597
174,0.03908806433901191
175,0.03509417021026214
176,0.022061679201821487
177,0.042108701231578984
178,0.028207215946167707
179,0.048600135991970696
180,0.031570560143639646
181,0.033189835880572595
182,0.051782077023138605
183,0.034317483116562165
184,0.03601698437705636
185,0.04687411648531755
186,0.04270257024715344
187,0.04692101323356231
188,0.041715999909987055
189,0.03251814399845898
190,0.032561498073240124
191,0.04406385185817877
192,0.06496999987090628
193,0.028227555410315592
194,0.03402259976913532
195,0.022847036210199196
196,0.02636200872560342
197,0.0556012379626433
198,0.059034829338391624
199,0.034880830285449825
200,0.05697341666867336
201,0.041751604760065675
202,0.04599997137362758
203,0.04294902691617608
204,0.03347951887796322
205,0.033751649937282004
206,0.03450198099017143
207,0.04803587915375829
208,0.03078362881205976
209,0.04778103297576308
210,0.028798173492153484
211,0.04232876313229402
212,0.027241418914248545
213,0.05026519841824969
214,0.02856392227113247
215,0.03436137937630216
216,0.04861503622184197
217,0.016697958111763
218,0.05289124511182308
219,0.054975222796201706
220,0.04626555795160433
221,0.0379171846434474
222,0.03275687045728167
223,0.029467772925272584
224,0.04133460437878966
225,0.04564205681284269
226,0.024754876115669806
227,0.043070483952760696
228,0.056229879769186177
229,0.05240865393231312
230,0.025155783786127966
231,0.03486076998524368
232,0.05767443737325569
233,0.02930628027146061
234,0.038691055960953236
235,0.043263146032889686
236,0.030827367988725502
237,0.05234307244730493
238,0.04116454867956539
239,0.030590020896246035
240,0.019945298476765554
241,0.04010654636658728
242,0.032332917752986155
243,0.040869662538170815
244,0.03934982407372445
245,0.039599824929609895
246,0.03512050537392497
247,0.0677585086474816
248,0.027127378154546022
249,0.030478676548227668
250,0.023245354105407994
251,0.05521382577717304
252,0.03759080947687229
253,0.033704784543563925
254,0.03513346919013808
255,0.03420594062966605
256,0.03684705542400479
257,0.049072091622898974
258,0.03348373295739293
259,0.04516022186726332
260,0.028521249225984018
261,0.048171913561721645
262,0.05527435801923275
263,0.06449593331975241
264,0.0456168936410298
265,0.030894080487390358
266,0.023687527747824788
267,0.017225226542601984
268,0.010495146464866897
269,0.03256025336061915
270,0.04539914056658745
271,0.032432319751630224
272,0.03681249202539524
273,0.0415661595761776
274,0.033656466752290726
275,0.0442656131926924
276,0.05422111305718621
277,0.03668756938229004
278,0.028635138645768166
279,0.03364472929388285
280,0.040890291488418974
281,0.026849412398102384
282,0.033697742192695536
283,0.017572469854106505
284,0.044550626228253044
285,0.03128868527710438
286,0.039050554080555834
287,0.07047133271892865
288,0.06481744178260367
289,0.019639924556637805
290,0.04425376591583093
291,0.03536541216696302
292,0.05740030691958964
293,0.023821192211471498
294,0.03699533532684048
295,0.03642578236758709
296,0.036469041680296264
297,0.02676090660194556
298,0.029187440522946417
299,0.03924319241195917
300,0.03894214937463403
301,0.04009381650636593
302,0.05300132425812384
303,0.031035471707582474
304,0.02439724626795699
305,0.02894588264947136
306,0.05560821356872717
307,0.06435044435784221
308,0.03560432116501033
309,0.029982880980242044
310,0.06431346278016765
311,0.011108080546061197
312,0.040593164352079235
313,0.032018411749353014
314,0.029951223637908697
315,0.020848242643599708
316,0.044607136864215136
317,0.051010665173331894
318,0.03193972810792426
319,0.02290262623379628
320,0.019357641227543354
321,0.023047347785905004
322,0.026386728044599295
323,0.026537765593578417
324,0.04737140222763022
325,0.04369093322505554
326,0.01710329328974088
327,0.04405421554110944
328,0.02777516609057784
329,0.04289582992593447
330,0.02957530366256833
331,0.01851754713182648
332,0.01990608071597914
333,0.03546917779992024
334,0.042748852943380676
335,0.01784931231910984
336,0.08007462540020545
337,0.055602844804525375
338,0.033408756057421364
339,0.028991961347249646
340,0.043041289085522294
341,0.029181337915360928
342,0.030999808106571436
343,0.020788818520183366
344,0.0437205471098423
345,0.016480672328422468
346,0.04797312547452748
347,0.025730345708628494
348,0.04517764411866665
349,0.0487391430263718
350,0.032887864081809916
351,0.019234634237363935
352,0.031058162606010836
353,0.03455006789105634
354,0.05259393279751142
355,0.02464138619446506
356,0.02443510088293503
357,0.035476422713448606
358,0.03948461823165417
359,0.026716023373107117
360,0.03905551601201296
361,0.05088231526315212
362,0.04234062678491076
363,0.0438812809685866
364,0.03200050559826195
365,0.029535879924272496
366,0.051740436193843685
367,0.04110194742679596
368,0.05507871516359349
369,0.048733046588798366
370,0.021410387164602678
371,0.06111236770326892
372,0.03874525132899483
373,0.031096339225769043
374,0.026922103638450306
375,0.04152412712574005
376,0.03232459739471475
377,0.05119567814593514
378,0.046157710875074066
379,0.046383794474725924
380,0.04091425333172083
381,0.03061919768030445
382,0.021194366893420618
383,0.04381153111656507
384,0.04398728286226591
385,0.048214299293855824
386,0.03879149413357178
387,0.0303527753179272
388,0.05686219843725363
389,0.06287155967826645
390,0.02738657391940554
391,0.03903962733844916
392,0.031017105250308912
393,0.03209057139853636
394,0.03574041649699211
395,0.05909369715179006
396,0.044775923170770206
397,0.015393617213703692
398,0.031686405185610056
399,0.02283206481176118
