epoch,avg_loss
1,0.32159754261374474
2,0.09794843414177497
3,0.12747713178396225
4,0.12297466956079006
5,0.07896748806039493
6,0.06507774628698826
7,0.07640770093227427
8,0.0755656254477799
9,0.06581547825286786
10,0.07262124276409547
11,0.05706729833036661
12,0.08396399836055934
13,0.07481968464950721
14,0.06142909933502475
15,0.07088541767249505
16,0.05601165226350228
17,0.05588125546152393
18,0.05859481729567051
19,0.05131891090422869
20,0.06418026719863217
21,0.04869373173763355
22,0.046653391094878316
23,0.07529886486008763
24,0.05970602653299769
25,0.06618856367034216
26,0.06021709678073724
27,0.055938241382439934
28,0.05258343011761705
29,0.04509081730308632
30,0.03939451199645797
31,0.06494221199924748
32,0.05583761966166397
33,0.0556811677912871
34,0.04899939258272449
35,0.05098157919322451
36,0.05090394212553898
37,0.05317134860282143
38,0.03858371668805679
39,0.03398202631312112
40,0.05105229921173304
41,0.06690703410034378
42,0.05534797627478838
43,0.033642415539361537
44,0.0452848964681228
45,0.034383155250300966
46,0.048948797242095075
47,0.047615969475979604
48,0.06254170602187514
49,0.04978063873325785
50,0.06814674982645859
